RA,Dec,MagV,Identifier
246.3160210131966,+19.2397318937577,7.01,HIP 80444
247.1578738843805,+19.0186290025543,7.25,HIP 80703
247.21942093,+18.41406070,7.02,HIP 80725
246.4478015040314,+18.8924617694905,6.7,HIP 80488
247.6397857357779,+20.4791856074724,5.243,HIP 80843
250.8753986165058,+20.7161134443932,7.17,HIP 81880
252.9392511862279,+20.5740745341335,6.87,HIP 82505
253.7298757763834,+20.9584914383483,5.387,HIP 82764
255.2800687317144,+21.4971955929950,7.23,HIP 83270
255.6603130035609,+20.7256236843899,7.12,HIP 83394
255.6314158257445,+19.3861404702952,7.23,HIP 83384
256.17227385,+19.59910620,6.2,HIP 83565
258.4134546527306,+21.4313305639490,6.82,HIP 84275
260.1942708840579,+21.5194688274495,7.03,HIP 84877
260.5045475677428,+21.1547828095755,7.03,HIP 84972
261.7047014492572,+20.0809752393835,5.514,HIP 85385
263.9982070449828,+20.9962398273583,6.1,HIP 86118
263.9476052486916,+19.8437669069659,6.52,HIP 86101
265.4488355157270,+21.5014757608303,6.75,HIP 86596
267.1031999357458,+20.5654412754135,5.687,HIP 87158
267.7015949817882,+22.3163315997140,6.13,HIP 87341
268.9617114532254,+22.4642200306230,5.619,HIP 87777
269.1025021301241,+19.8888328271869,7.19,HIP 87825
271.5079166805209,+22.2188721209846,5.06,HIP 88657
271.3755697843028,+21.6466200654039,6.179,HIP 88604
270.5960286676873,+20.8336335994614,5.249,HIP 88331
272.1895475788,+20.8145577417,4.347,HIP 88886
272.2202646684607,+20.0452329745074,5.099,HIP 88899
273.3190189418872,+21.8803551831852,6.132,HIP 89298
275.0746450742827,+21.9612950654923,4.96,HIP 89861
274.0377580345603,+21.0398896846783,7.19,HIP 89532
275.9245402806494,+21.7697459448934,3.84,HIP 90139
275.7356699469159,+20.9636868872286,7.15,HIP 90077
276.0233823099188,+20.4523727183112,6.74,HIP 90176
276.3720327737166,+22.0335049849554,7.25,HIP 90296
277.5676561111577,+21.8668384562828,7.01,HIP 90697
278.6956937939784,+21.4862421478124,7.21,HIP 91088
278.5815445550380,+20.4663977105684,6.57,HIP 91041
279.1542629212211,+22.1075812522669,6.77,HIP 91234
280.8103757848815,+19.4664665220531,7.29,HIP 91816
281.4155237671,+20.5463103053,4.19,HIP 92043
281.3984089296035,+21.9846793927217,6.522,HIP 92036
281.3800522552284,+19.9698958218330,6.58,HIP 92032
282.24097806,+21.16701773,7.13,HIP 92321
283.6175082648870,+20.3599043056479,7.17,HIP 92785
283.0684521538461,+21.4251405015621,5.393,HIP 92614
282.2224427467479,+19.3287166187183,5.88,HIP 92312
285.3239669952682,+21.5138533793598,7.052,HIP 93395
284.6724747551127,+20.6231651700839,6.735,HIP 93171
285.3439588834823,+20.8328392427303,6.775,HIP 93404
285.9270186226005,+21.2683499501629,6.63,HIP 93603
284.6877318344450,+19.7943936225155,6.494,HIP 93175
285.2726688440802,+19.3095655235866,6.46,HIP 93374
285.7192558818631,+19.6610107959826,6.094,HIP 93523
286.2327609142275,+19.2688814827286,7.22,HIP 93715
286.2191741072545,+19.1442781596819,6.56,HIP 93705
285.4901949448148,+19.1248735112021,6.95,HIP 93453
288.7612041821780,+20.2031184114640,6.028,HIP 94598
288.8658466887965,+19.4199849092561,7.201,HIP 94641
289.2024324130218,+18.9763170364465,7.02,HIP 94751
288.8223379709933,+21.2321173294290,5.642,HIP 94620
289.7017015961091,+19.6104777810098,6.58,HIP 94910
290.8009012238765,+20.2779449337444,7.105,HIP 95291
290.9455429799205,+20.2643585499242,6.393,HIP 95340
291.3432985607766,+20.2717258372285,6.287,HIP 95487
291.6275269214264,+20.2589859211955,6.616,HIP 95584
291.9752687472856,+20.2473822801961,6.879,HIP 95700
292.3370725952273,+20.2797384198300,6.326,HIP 95818
291.1847776331104,+19.9394249423995,7.158,HIP 95432
291.3691793289867,+19.7983499502619,5.16,HIP 95498
291.5551927540398,+20.0977331659090,5.591,HIP 95560
291.6195279044189,+19.8914930799339,5.87,HIP 95582
295.1180194819713,+20.4770759634612,6.52,HIP 96789
294.1572003740139,+20.3329358980356,7.162,HIP 96458
293.6453997603647,+19.7733991969979,5,HIP 96275
293.7816862180260,+19.0049646814462,6.815,HIP 96329
294.3477198998648,+18.9765113431522,6.66,HIP 96524
294.4834659417716,+18.5924698391146,7.14,HIP 96571
295.0241327254069,+18.0138901660447,4.38,HIP 96757
295.5805036929211,+18.4656445632551,6.91,HIP 96936
297.7207617167746,+20.0394878127478,7.17,HIP 97659
296.1314705237976,+18.5886436033606,6.791,HIP 97135
296.8469438699094,+18.5343111841978,3.82,HIP 97365
297.18180434,+18.86704379,7.13,HIP 97476
297.244417,+19.142042,5.034,HIP 97496
298.0906879812938,+18.6718759417784,6.23,HIP 97796
297.5631198392341,+17.7099831920667,6.81,HIP 97599
299.6892859437,+19.4921466886,3.47,HIP 98337
300.8183312704005,+18.5009921481245,5.968,HIP 98738
300.7607707477046,+18.2954654755132,6.83,HIP 98718
300.0345333588361,+17.6107289076695,6.98,HIP 98443
300.0137850842845,+17.5165054528087,5.35,HIP 98438
301.0588124513324,+17.7348547661501,6.858,HIP 98835
300.9974612086269,+17.1229847406917,6.91,HIP 98801
301.0259204426366,+17.0701881747353,5.788,HIP 98819
302.3058038802014,+19.0731433213044,6.96,HIP 99281
302.2838687036216,+16.9069521134595,6.9,HIP 99277
304.2354639600719,+16.7660793132585,7.29,HIP 99972
305.0891953411621,+17.7929260134778,5.808,HIP 100276
304.6461284422907,+17.3621665693721,6.84,HIP 100116
306.1487916639756,+16.1436908221693,7.04,HIP 100658
306.5964787472807,+17.3155583164931,6.222,HIP 100807
307.9677184937038,+16.9917284963659,7.23,HIP 101290
308.1822698951397,+16.7672279526073,6.96,HIP 101371
309.0662214107283,+16.8147276370583,6.57,HIP 101645
307.7754777567,+15.8076301361,6.844,HIP 101223
309.7706994942837,+15.8381970306245,5.98,HIP 101909
309.9095300038,+15.9120732600,3.8,HIP 101958
311.6084684960254,+16.9035431242522,7.09,HIP 102504
310.1471611762655,+15.6432305393982,6.77,HIP 102029
311.6619185248779,+16.1241254479795,4.96,HIP 102531
311.6645799400576,+16.1242877352627,4.25,HIP 102532
314.1284002460268,+14.6832824635625,7.15,HIP 103366
226.8348689645621,+18.4418248753523,6.029,HIP 74000
225.8043110529296,+17.9756544460255,7.21,HIP 73646
228.1900714594832,+19.0951928489792,7.23,HIP 74437
228.01776249,+18.97602827,5.89,HIP 74386
230.6951412671229,+18.9189608381123,7.123,HIP 75277
231.4719613004241,+19.4807026747553,6.241,HIP 75535
232.4612444996662,+18.4998824853525,7.22,HIP 75871
235.3877278775,+19.6703994403,4.505,HIP 76852
237.8162910346,+20.9779212872,4.78,HIP 77661
238.6442179505609,+20.3109697365887,5.44,HIP 77902
240.6925896141867,+22.2384845505509,7.03,HIP 78590
241.4079049509308,+21.8928611382617,7.25,HIP 78839
241.8424153198401,+21.8226526986051,6.14,HIP 78985
243.2832061367686,+21.5661664964259,6.679,HIP 79472
245.0178143479577,+21.1326127984061,6.038,HIP 80021
245.2945868021814,+22.2398400241766,6.92,HIP 80111
245.4666453630040,+21.8122233025823,7.08,HIP 80164
247.8059629564235,+22.1954568178948,5.754,HIP 80898
247.5549981108,+21.4896113272,2.77,HIP 80816
249.4069247782629,+22.4448751075206,7.25,HIP 81411
249.8414443566091,+22.0059661510950,6.768,HIP 81555
250.3293970730250,+22.4367410751637,7.19,HIP 81697
254.4262796726175,+24.3812623135253,6.326,HIP 83007
255.2422315618367,+22.6320931534855,5.658,HIP 83254
257.1397843567322,+24.4864883723761,6.85,HIP 83876
257.8205088021121,+24.2524172744077,6.93,HIP 84070
257.7631812232751,+24.2376947599473,6.2,HIP 84054
256.5142955147056,+23.3220650872904,7.19,HIP 83669
256.5751960426429,+22.0841536898982,5.565,HIP 83692
257.3633400845632,+22.0918213388625,7.04,HIP 83942
258.75796074,+24.83920697,3.13,HIP 84379
258.9227927143509,+23.7427591425159,5.975,HIP 84431
260.2258567214427,+24.4994336658503,5.12,HIP 84887
259.3993938536788,+23.0906259813913,6.22,HIP 84599
261.0274463221886,+22.9602817502395,5.72,HIP 85157
263.7947646842782,+24.3493701332560,7.28,HIP 86054
264.3796321963395,+24.3100036583289,5.76,HIP 86254
265.2728572157921,+24.5132525419309,6.374,HIP 86537
265.6181770361799,+24.5640572731828,5.558,HIP 86667
265.8398525300747,+24.3278214871359,5.729,HIP 86731
265.4573786821841,+23.7534365717901,6.95,HIP 86599
267.5051356996299,+24.4680787242815,7.098,HIP 87278
268.0107016769954,+24.3044617676024,6.98,HIP 87440
269.3097465700759,+23.9957355536486,6.323,HIP 87895
270.3721003802313,+24.2499504740227,7.02,HIP 88264
271.5710291447143,+24.4137376604983,6.76,HIP 88686
272.2206736948858,+24.9666243426614,6.72,HIP 88900
271.1675518916057,+23.9420119202326,6.335,HIP 88528
271.7654787834894,+23.4035480453336,7.23,HIP 88750
270.6256378599058,+22.9232223390286,6.211,HIP 88346
273.1341805560221,+24.4516637350240,6.97,HIP 89230
273.2168199307258,+22.8250336902011,6.96,HIP 89255
274.7945036815573,+24.4460570720353,5.279,HIP 89773
275.3657076945323,+25.0567778989672,6.977,HIP 89975
274.5322057386204,+23.2969068414384,6.47,HIP 89683
275.5362517793988,+23.2851754483405,5.41,HIP 90023
275.9446957505789,+23.6829030514636,7.04,HIP 90143
276.94122219,+24.69740699,7.14,HIP 90483
277.3987937359840,+23.8661982567987,5.863,HIP 90637
278.1923127946577,+23.6167966782149,5.84,HIP 90915
276.3661528870230,+22.7067976622776,6.787,HIP 90295
281.1678990142131,+23.5898833688601,6.302,HIP 91958
282.6022067314920,+24.1067147008127,6.86,HIP 92449
282.0683448260442,+23.5147478377325,6.181,HIP 92270
282.2317837240890,+24.0558706066609,6.542,HIP 92319
283.6870094341115,+22.6450772335263,4.6,HIP 92818
286.6599847242855,+24.2507820243351,5.79,HIP 93845
284.6165392602399,+23.8023434564850,7.24,HIP 93150
286.1604366252101,+23.3292822264868,7.233,HIP 93680
284.9921205414429,+22.8145141387330,6.29,HIP 93270
285.4559630316190,+22.2644101257661,6.45,HIP 93443
287.1570629671169,+24.1793054931756,6.68,HIP 94030
287.0146777789778,+21.6989284973203,6.211,HIP 93975
287.7935839646564,+23.4799284424843,7.02,HIP 94258
289.3827628425094,+21.8138489440562,6.887,HIP 94812
289.4166357058683,+22.4412105982585,6.85,HIP 94822
289.4318137898580,+23.0255388730992,5.43,HIP 94827
289.0543243734708,+21.3904253618432,4.77,HIP 94703
288.1530546909027,+21.5545722633212,6.04,HIP 94382
289.8828973274186,+22.5707441952324,7.07,HIP 94969
290.2262540156330,+22.1987831731308,6.55,HIP 95109
291.7452994262010,+21.1063657142117,7.1,HIP 95624
293.0075478522683,+20.9294307865274,7.001,HIP 96075
294.0347864915028,+22.5857631882887,6.319,HIP 96417
294.6596566322705,+23.0423312794811,7.27,HIP 96617
295.3110376167363,+22.4527722034577,6.391,HIP 96856
293.3564692304063,+21.8403261576962,6.88,HIP 96183
294.2775265760092,+22.0059439769774,6.91,HIP 96499
294.5741250212947,+20.7833919298409,6.488,HIP 96601
295.7018581822803,+22.8516304483311,6.54,HIP 96985
295.8543420434455,+22.4949895340237,6.822,HIP 97050
297.0493272306493,+22.7628730735508,7.19,HIP 97434
297.7671199599432,+22.6100460802886,4.96,HIP 97679
296.8272308130228,+21.7715275509927,7.084,HIP 97359
297.6878001103377,+20.2114262127701,6.72,HIP 97647
298.3443865734025,+20.3372457640001,7.122,HIP 97876
298.6848733243050,+22.4292125533844,6.717,HIP 97979
300.5920953855650,+22.1514580492254,6.6,HIP 98661
300.9259971177942,+21.4965018541089,6.62,HIP 98780
299.2517533508586,+20.9983072710511,6.61,HIP 98169
300.9659934458088,+21.0504171463120,7.27,HIP 98791
301.2895547669130,+19.9910711647867,5.093,HIP 98920
302.4860293643620,+20.9150260531844,6.516,HIP 99352
302.7647574632569,+21.1345783653254,6.24,HIP 99445
304.7168099196139,+21.2100945000263,7.11,HIP 100147
305.6875646757950,+19.8499970968526,7.13,HIP 100500
306.5048677084989,+19.8654931206158,6.444,HIP 100779
306.8091253318903,+20.4764866704142,6.43,HIP 100876
307.0868926390779,+20.1128690826216,6.87,HIP 100971
307.3380991582293,+20.0876985926209,6.561,HIP 101070
307.5198722259238,+19.6675887282287,6.86,HIP 101139
307.5601649317559,+19.4210375552179,6.81,HIP 101154
308.0332784558648,+18.6276208101507,7.16,HIP 101316
308.5053407900372,+18.1854881219630,7.01,HIP 101490
309.4780302316020,+18.2685761151254,5.89,HIP 101810
311.3676442878684,+18.0900338141019,6.38,HIP 102440
310.2251301463038,+17.5710342772654,6.79,HIP 102052
310.4923527104090,+17.5214900254446,6.238,HIP 102158
312.6544343454738,+18.0513073339322,6.62,HIP 102878
313.1246339033436,+18.0273319931649,6.55,HIP 103036
314.2557628893791,+17.0974801352755,7.15,HIP 103405
314.9618669446913,+16.8243403422134,6.616,HIP 103635
227.8927497845841,+20.0433848024846,7.12,HIP 74333
229.6021128992739,+20.5727677620096,5.686,HIP 74896
237.1200132294642,+22.4154680823663,6.84,HIP 77437
240.5737159926767,+22.8044502133400,4.817,HIP 78554
244.0696667910099,+23.1227269973312,6.576,HIP 79724
244.4647813599656,+23.6073096255652,7.2,HIP 79846
242.9084822787646,+23.4948010511922,5.7,HIP 79349
246.97765763,+25.98435249,6.97,HIP 80641
250.2524234094139,+24.8587038797176,6.07,HIP 81670
252.5170018972358,+26.2091485792076,7.273,HIP 82385
252.9435888779183,+25.4001765628644,7.094,HIP 82506
252.9385909327716,+24.6564341881892,5.029,HIP 82504
255.2901146167943,+27.1965258017821,6.562,HIP 83274
253.7590045556516,+25.7306809028092,6.064,HIP 82780
254.3793572257629,+25.3528423690217,6.29,HIP 82987
255.5779011302520,+25.5056190628015,5.762,HIP 83367
257.4869709290056,+26.4553678469482,6.95,HIP 83975
258.6394565219217,+26.0519103838081,6.55,HIP 84340
258.2845885320437,+24.9855256272949,7.22,HIP 84237
258.9953834806448,+27.1341268917736,6.572,HIP 84455
259.8503222553350,+27.2838192324599,6.805,HIP 84744
261.5036166929904,+26.8787352857162,6.39,HIP 85313
259.2950471628760,+25.8738481403344,7.1,HIP 84561
259.6245526520714,+25.8080023705405,6.61,HIP 84663
260.0409626276820,+25.5375928919570,5.357,HIP 84821
264.0892464732870,+27.5666359724810,6.406,HIP 86153
262.6846248723428,+26.1106423588672,4.41,HIP 85693
263.1048529457473,+26.4394613301584,6.84,HIP 85840
265.5066571396421,+27.6451919152925,6.72,HIP 86627
266.6692895438653,+25.7491491467321,6.97,HIP 87001
266.6146944908,+27.7206772178,3.42,HIP 86974
267.2047748323535,+25.6228676604628,5.1,HIP 87194
268.1340123326945,+27.1936695801804,7.284,HIP 87486
268.8549518582124,+26.0499916945268,5.36,HIP 87747
271.1628851972631,+27.1152176456512,7.18,HIP 88525
270.9755615234540,+26.6512514933729,6.93,HIP 88474
271.8753890677612,+26.4148792743133,7.12,HIP 88793
271.9565300370496,+26.1012604225726,5.819,HIP 88818
271.9562843175179,+26.0973223188547,5.79,HIP 88817
272.7646476310288,+26.6708047197775,7.121,HIP 89095
272.8832507291762,+25.5611913994883,6.782,HIP 89139
275.2052002067335,+27.5303548642747,7,HIP 89912
273.3621484773628,+26.2440223262634,7.267,HIP 89313
276.24358933,+27.39478137,6.26,HIP 90256
276.5818238178565,+26.2277181511966,6.882,HIP 90361
276.6217555062719,+26.4610091109990,7.083,HIP 90377
276.6705281306084,+26.4492305747238,6.498,HIP 90398
280.0906641273487,+26.1308722696697,6.848,HIP 91568
281.5186645641197,+26.6621290067589,4.84,HIP 92088
283.0622013951086,+26.0263615807405,7.15,HIP 92612
282.3095304565530,+25.0465664305811,6.74,HIP 92346
284.9395180006606,+26.2304024208114,5.261,HIP 93256
284.9958442646600,+26.9656585299492,6.8,HIP 93275
285.3223201385991,+26.2914101150500,5.687,HIP 93393
285.8244597827454,+25.8261008769605,6.99,HIP 93553
286.3365553143237,+25.9206584293275,7.177,HIP 93746
285.3954283064743,+25.0259398330117,6.73,HIP 93419
287.0073357989562,+26.0120275478390,7.22,HIP 93973
287.0082457897354,+24.7260333724056,6.596,HIP 93974
287.8790960817366,+26.7358702803210,6.336,HIP 94290
288.4724486086993,+25.7588195837930,6.985,HIP 94485
288.5801670717214,+25.0132052313737,7.194,HIP 94526
290.7120225048817,+26.2624076662613,5.192,HIP 95260
292.1091169419997,+24.9954066411658,7.12,HIP 95744
292.1763748138,+24.6649034597,4.45,HIP 95771
292.2378469527673,+24.7686848855891,5.812,HIP 95785
293.0227129341561,+25.5963157502058,6.87,HIP 96081
293.5031335160822,+26.0626240916516,7.046,HIP 96220
294.9638974115457,+24.5370187295753,7.11,HIP 96733
295.0990037805854,+23.4801312571333,7.07,HIP 96786
295.1649152863994,+23.7179495507360,6.645,HIP 96801
293.5587278298343,+25.3525194862587,7.08,HIP 96245
296.9522546692353,+25.3840589708575,6.001,HIP 97402
296.6647847853214,+25.1338306972648,6.653,HIP 97319
298.0066405087003,+24.9921590593884,5.57,HIP 97765
296.3514549550766,+23.9428821200616,7.03,HIP 97209
297.0899678844901,+25.0095504047979,7.25,HIP 97446
298.6294695967597,+24.3193660618614,5.52,HIP 97961
298.3654009033971,+24.0796147279361,4.64,HIP 97886
298.7130058039713,+24.8885099573581,7.03,HIP 97990
299.1573908320488,+23.8885515790484,6.93,HIP 98131
299.2074013887997,+23.7767898215373,6.78,HIP 98154
299.7939027210743,+23.1012704080344,5.66,HIP 98375
300.9116616636613,+22.9410545509693,6.42,HIP 98772
300.9671961806371,+23.3406851207477,7.27,HIP 98792
301.2441068624726,+23.2103763816378,6.53,HIP 98897
301.4346142105757,+22.7971941390392,6.9,HIP 98987
301.7225337349607,+23.6144242324069,5.056,HIP 99080
302.1789558348050,+22.1533579165832,7.05,HIP 99243
303.69476697,+21.97542007,7.15,HIP 99788
302.8375697611367,+21.8749355698705,6.269,HIP 99479
303.8749602304980,+23.7419908233329,7.19,HIP 99852
304.0862972281238,+22.2872489382111,6.82,HIP 99915
304.1068270940526,+22.3964608535222,7.2,HIP 99923
303.8759919199343,+23.5088980407797,5.176,HIP 99853
304.0824510464842,+21.5987015414545,6.11,HIP 99913
304.1439428133125,+21.4046532116829,7.1,HIP 99933
305.3835303398273,+22.8488517340733,6.55,HIP 100390
305.1754641210554,+22.2767752833002,7.06,HIP 100313
306.2950145827664,+21.4885673653217,7.06,HIP 100719
306.4188714513517,+21.4096419294535,5.672,HIP 100754
308.0377150987237,+22.8243322878030,6.51,HIP 101318
307.8834781872504,+21.8950747744189,6.85,HIP 101263
308.5415972786905,+20.9851858827970,6.47,HIP 101505
307.74231133,+20.60614828,6.217,HIP 101213
309.7943718082784,+21.8174400461134,6.075,HIP 101919
309.6305376531553,+21.2012156418065,4.82,HIP 101867
311.0001595143115,+21.4006564484988,7.15,HIP 102331
312.0978652615613,+21.2332997225203,7.13,HIP 102678
311.1949749213032,+20.4897052268352,6.97,HIP 102384
310.1880866100754,+19.9355356976783,6.44,HIP 102040
313.8880202378377,+20.4011247825495,7.25,HIP 103288
313.5438714257958,+19.7541313043932,7.21,HIP 103172
314.9929262420832,+18.6189434604725,7.12,HIP 103644
225.2178185096870,+22.0455859725967,6.26,HIP 73464
226.8222754153589,+22.9083306494108,7.17,HIP 73993
228.0168583963734,+22.3134297054358,6.627,HIP 74385
230.3938863252667,+24.3433666871568,7.25,HIP 75163
228.3827948007712,+22.9833947526254,6.298,HIP 74505
231.9119773478273,+25.1016221730974,6.02,HIP 75674
234.5692874852115,+24.5218642444104,6.89,HIP 76573
237.3985287106422,+26.0683897903673,4.63,HIP 77512
239.3968811137,+26.8778787678,4.13,HIP 78159
241.0151494068729,+25.2547687760528,7.101,HIP 78709
242.5163098867217,+26.7427482548681,6.565,HIP 79219
243.9471775703543,+27.4220833795515,6.136,HIP 79686
244.5985455512772,+25.8966900045451,6.693,HIP 79889
249.8586305694607,+29.2182265128056,7.24,HIP 81560
249.4542225066625,+27.0438356727177,6.983,HIP 81426
250.4029143518571,+26.9168808274076,5.916,HIP 81729
252.8644465964479,+28.1218263115587,7.078,HIP 82485
254.9704344300353,+27.3159341430324,7.232,HIP 83172
256.1908300712918,+28.0910351070903,7.241,HIP 83568
257.0888149104760,+28.2337302851929,7.08,HIP 83862
259.3943871587810,+28.9132757220782,6.89,HIP 84596
259.7021946053055,+28.8229657652007,5.68,HIP 84691
259.8494533318190,+28.0259280119877,7.06,HIP 84743
260.3801779898105,+28.7580798945469,6.397,HIP 84934
264.1531074421935,+30.7851768499902,6.05,HIP 86178
262.9272243357169,+30.3178441020665,6.926,HIP 85781
262.9565801220546,+28.4075001077401,5.65,HIP 85790
264.0337534681512,+28.1850934361737,6.39,HIP 86130
264.8163957984043,+30.2533585919744,7.19,HIP 86399
265.6530976126866,+29.4189051142752,6.65,HIP 86679
265.7554518782823,+29.6529087910834,7.22,HIP 86709
267.5953843645261,+29.3221407992506,5.517,HIP 87308
267.7386125414826,+29.9958134709052,6.77,HIP 87352
269.6256212212,+30.1892741714,4.41,HIP 87998
